Open Date,Open Time,Close Time,Duration,Net P&L,Side,Entry Price,Symbol,Executions,Exit Price,Quantity,Valid Reason,Setup Valid,Invalid Reason,setup_valid_normalized,quality_bucket,valid_reason_tags,invalid_reason_tags,primary_valid_reason,primary_invalid_reason
2025-06-27,09:37:00 EDT,10:18:00 EDT,2460.0,1436.0,long,22723.5,MNQ,2,22795.5,10.0,great structure & strength,,,yes,high_quality,great_structure_strength,,great_structure_strength,
2025-06-30,10:20:30 EDT,11:28:30 EDT,4080.0,286.0,short,22829.5,MNQ,2,22815.0,10.0,valid structure & strength,,,yes,valid,valid_structure_strength,,valid_structure_strength,
2025-07-01,09:54:00 EDT,09:57:00 EDT,180.0,-284.0,long,22831.5,MNQ,2,22817.5,10.0,great structure & strength,,,yes,high_quality,great_structure_strength,,great_structure_strength,
2025-07-01,10:25:00 EDT,10:48:30 EDT,1410.0,1431.0,short,22788.75,MNQ,2,22717.0,10.0,great structure & strength,,,yes,high_quality,great_structure_strength,,great_structure_strength,
2025-07-02,09:36:00 EDT,11:10:29 EDT,5669.0,2921.0,long,22679.75,MNQ,2,22826.0,10.0,great structure & strength,,,yes,high_quality,great_structure_strength,,great_structure_strength,
2025-07-03,09:50:30 EDT,10:15:00 EDT,1470.0,1586.0,long,22972.0,MNQ,2,23051.5,10.0,great structure & strength,,,yes,high_quality,great_structure_strength,,great_structure_strength,
2025-07-04,09:51:00 EDT,09:59:00 EDT,480.0,-169.0,long,22923.0,MNQ,2,22914.75,10.0,great structure & strength,,,yes,high_quality,great_structure_strength,,great_structure_strength,
2025-07-04,10:27:00 EDT,10:39:00 EDT,720.0,291.0,long,22924.25,MNQ,2,22939.0,10.0,great structure & strength,,,yes,high_quality,great_structure_strength,,great_structure_strength,
2025-07-07,09:48:00 EDT,09:51:00 EDT,180.0,-569.0,short,22933.0,MNQ,2,22961.25,10.0,valid structure & strength,,,yes,valid,valid_structure_strength,,valid_structure_strength,
2025-07-07,10:02:30 EDT,10:04:00 EDT,90.0,-584.0,short,22904.25,MNQ,2,22933.25,10.0,,no,"entry too late, not enough bnr structure",no,avoid,,entry_too_late|not_enough_bnr_structure,,entry_too_late
2025-07-08,09:45:00 EDT,10:00:30 EDT,930.0,326.0,short,22904.75,MNQ,2,22888.25,10.0,great structure & strength,,,yes,high_quality,great_structure_strength,,great_structure_strength,
2025-07-09,10:41:30 EDT,11:11:30 EDT,1800.0,701.0,short,22984.0,MNQ,2,22948.75,10.0,great structure & strength,,,yes,high_quality,great_structure_strength,,great_structure_strength,
2025-07-11,10:05:59 EDT,10:29:59 EDT,1440.0,586.0,long,22961.25,MNQ,2,22990.75,10.0,,,,yes,valid,,,,
2025-07-14,10:51:59 EDT,11:34:59 EDT,2580.0,506.0,long,22972.25,MNQ,2,22997.75,10.0,great structure & strength,,,yes,high_quality,great_structure_strength,,great_structure_strength,
2025-07-17,09:38:59 EDT,09:41:00 EDT,121.0,-219.0,short,23085.25,MNQ,2,23096.0,10.0,,,,yes,valid,,,,
2025-07-17,09:48:30 EDT,10:11:00 EDT,1350.0,711.0,long,23127.5,MNQ,2,23163.25,10.0,,,,yes,valid,,,,
2025-07-17,10:30:00 EDT,11:08:00 EDT,2280.0,1536.0,long,23154.25,MNQ,2,23231.25,10.0,great structure & strength,,,yes,high_quality,great_structure_strength,,great_structure_strength,
2025-07-18,09:44:30 EDT,09:48:00 EDT,210.0,-429.0,short,23271.75,MNQ,2,23293.0,10.0,valid structure & strength,,,yes,valid,valid_structure_strength,,valid_structure_strength,
2025-07-18,10:01:30 EDT,10:19:30 EDT,1080.0,816.0,short,23266.5,MNQ,2,23225.5,10.0,great structure & strength,,,yes,high_quality,great_structure_strength,,great_structure_strength,
2025-07-21,09:34:00 EDT,10:15:30 EDT,2490.0,1991.0,long,23296.25,MNQ,2,23396.0,10.0,great structure & strength,,,yes,high_quality,great_structure_strength,,great_structure_strength,
2025-07-23,09:41:00 EDT,10:39:00 EDT,3480.0,946.0,short,23215.0,MNQ,2,23167.5,10.0,great structure & strength,,,yes,high_quality,great_structure_strength,,great_structure_strength,
2025-07-24,09:34:00 EDT,09:46:00 EDT,720.0,-299.0,short,23355.25,MNQ,2,23370.0,10.0,great structure & strength,,,yes,high_quality,great_structure_strength,,great_structure_strength,
2025-07-24,10:01:00 EDT,10:19:00 EDT,1080.0,326.0,short,23349.0,MNQ,2,23332.5,10.0,great structure & strength,,,yes,high_quality,great_structure_strength,,great_structure_strength,
2025-07-25,09:35:30 EDT,09:38:00 EDT,150.0,-579.0,long,23375.0,MNQ,2,23346.25,10.0,,no,not enough bnr structure,no,avoid,,not_enough_bnr_structure,,not_enough_bnr_structure
2025-07-25,09:47:00 EDT,10:13:30 EDT,1590.0,771.0,long,23369.25,MNQ,2,23408.0,10.0,great structure & strength,,,yes,high_quality,great_structure_strength,,great_structure_strength,
2025-07-28,09:43:29 EDT,10:01:59 EDT,1110.0,596.0,long,23491.25,MNQ,2,23521.25,10.0,great structure & strength,,,yes,high_quality,great_structure_strength,,great_structure_strength,
2025-07-29,10:03:30 EDT,10:54:59 EDT,3089.999,791.0,short,23567.0,MNQ,2,23527.25,10.0,great structure & strength,,,yes,high_quality,great_structure_strength,,great_structure_strength,
2025-07-30,09:40:59 EDT,09:54:59 EDT,840.0,-454.0,long,23504.0,MNQ,2,23481.5,10.0,great structure & strength,,,yes,high_quality,great_structure_strength,,great_structure_strength,
2025-07-30,10:21:59 EDT,10:57:59 EDT,2160.0,466.0,long,23503.25,MNQ,2,23526.75,10.0,great structure & strength,,,yes,high_quality,great_structure_strength,,great_structure_strength,
2025-07-31,10:11:59 EDT,10:49:59 EDT,2280.0,1076.0,short,23657.0,MNQ,2,23603.0,10.0,great structure & strength,,,yes,high_quality,great_structure_strength,,great_structure_strength,
2026-03-04,10:16:00 EST,10:40:00 EST,1440.0,534.3,long,24993.5,MNQ,2,25082.75,3.0,,,,yes,valid,,,,
2026-03-05,09:42:29 EST,10:08:00 EST,1531.0,304.8,long,25094.5,MNQ,2,25145.5,3.0,,,,yes,valid,,,,
2026-03-06,09:45:30 EST,09:58:00 EST,750.0,-283.2,long,24708.0,MNQ,2,24661.0,3.0,,,,yes,valid,,,,
2026-03-09,10:06:00 EDT,10:36:38 EDT,1838.0,-356.2,short,24382.5,MNQ,3,24477.0,3.0,,,,yes,valid,,,,
2026-03-10,10:07:00 EDT,10:19:00 EDT,720.0,336.4,short,24965.5,MNQ,2,24923.25,4.0,,,,yes,valid,,,,
2026-03-10,10:33:00 EDT,11:06:30 EDT,2010.0,658.4,long,25033.25,MNQ,3,25144.25,4.0,,,,yes,valid,,,,
2026-03-11,09:39:30 EDT,09:48:00 EDT,510.0,-350.6,long,25099.25,MNQ,5,25056.75,4.0,,,,yes,valid,,,,
2026-03-11,10:05:30 EDT,10:12:00 EDT,390.0,-358.2,long,25142.0,MNQ,4,25082.5,3.0,,,,yes,valid,,,,
2026-03-12,09:52:00 EDT,10:44:30 EDT,3150.0,544.8,short,24728.0,MNQ,2,24637.0,3.0,,,,yes,valid,,,,
2026-03-13,10:44:00 EDT,11:08:30 EDT,1470.0,610.8,short,24608.5,MNQ,2,24506.5,3.0,,,,yes,valid,,,,
2026-03-16,09:57:00 EDT,10:27:30 EDT,1830.0,103.8,long,24718.5,MNQ,2,24736.0,3.0,,,,yes,valid,,,,
